lesson_id,course_id,grade,subject,course_day,unit_number,unit_title,day_in_unit,title,phase,focus,standards
ma-g8-mathematics-u01-l16,ma-g8-mathematics,8,mathematics,16,1,Real Numbers and Irrational Numbers,16,Unit assessment: locating irrational numbers on number lines,Unit assessment,locating irrational numbers on number lines,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l17,ma-g8-mathematics,8,mathematics,17,1,Real Numbers and Irrational Numbers,17,Targeted correction: comparing real numbers,Targeted correction,comparing real numbers,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u01-l18,ma-g8-mathematics,8,mathematics,18,1,Real Numbers and Irrational Numbers,18,"Publication, presentation, or reflection: precision and estimation","Publication, presentation, or reflection",precision and estimation,8.NS.1;8.NS.2;MP.2;MP.6
ma-g8-mathematics-u02-l01,ma-g8-mathematics,8,mathematics,19,2,Integer Exponents and Scientific Notation,1,Launch and diagnostic: laws of integer exponents,Launch and diagnostic,laws of integer exponents,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l02,ma-g8-mathematics,8,mathematics,20,2,Integer Exponents and Scientific Notation,2,Concept model A: powers of ten,Concept model A,powers of ten,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l03,ma-g8-mathematics,8,mathematics,21,2,Integer Exponents and Scientific Notation,3,Guided practice A: scientific notation,Guided practice A,scientific notation,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l04,ma-g8-mathematics,8,mathematics,22,2,Integer Exponents and Scientific Notation,4,Independent application A: comparing extreme quantities,Independent application A,comparing extreme quantities,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l05,ma-g8-mathematics,8,mathematics,23,2,Integer Exponents and Scientific Notation,5,Concept model B: operations in scientific notation,Concept model B,operations in scientific notation,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l06,ma-g8-mathematics,8,mathematics,24,2,Integer Exponents and Scientific Notation,6,Guided practice B: measurement and technology applications,Guided practice B,measurement and technology applications,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l07,ma-g8-mathematics,8,mathematics,25,2,Integer Exponents and Scientific Notation,7,Investigation or close reading: laws of integer exponents,Investigation or close reading,laws of integer exponents,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l08,ma-g8-mathematics,8,mathematics,26,2,Integer Exponents and Scientific Notation,8,Reteach and varied practice: powers of ten,Reteach and varied practice,powers of ten,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l09,ma-g8-mathematics,8,mathematics,27,2,Integer Exponents and Scientific Notation,9,Concept model C: scientific notation,Concept model C,scientific notation,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l10,ma-g8-mathematics,8,mathematics,28,2,Integer Exponents and Scientific Notation,10,Discussion or problem seminar: comparing extreme quantities,Discussion or problem seminar,comparing extreme quantities,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l11,ma-g8-mathematics,8,mathematics,29,2,Integer Exponents and Scientific Notation,11,Performance task planning: operations in scientific notation,Performance task planning,operations in scientific notation,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l12,ma-g8-mathematics,8,mathematics,30,2,Integer Exponents and Scientific Notation,12,Performance task build: measurement and technology applications,Performance task build,measurement and technology applications,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l13,ma-g8-mathematics,8,mathematics,31,2,Integer Exponents and Scientific Notation,13,Skill consolidation: laws of integer exponents,Skill consolidation,laws of integer exponents,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l14,ma-g8-mathematics,8,mathematics,32,2,Integer Exponents and Scientific Notation,14,Transfer challenge: powers of ten,Transfer challenge,powers of ten,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l15,ma-g8-mathematics,8,mathematics,33,2,Integer Exponents and Scientific Notation,15,Assessment preparation: scientific notation,Assessment preparation,scientific notation,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l16,ma-g8-mathematics,8,mathematics,34,2,Integer Exponents and Scientific Notation,16,Unit assessment: comparing extreme quantities,Unit assessment,comparing extreme quantities,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l17,ma-g8-mathematics,8,mathematics,35,2,Integer Exponents and Scientific Notation,17,Targeted correction: operations in scientific notation,Targeted correction,operations in scientific notation,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u02-l18,ma-g8-mathematics,8,mathematics,36,2,Integer Exponents and Scientific Notation,18,"Publication, presentation, or reflection: measurement and technology applications","Publication, presentation, or reflection",measurement and technology applications,8.EE.1;8.EE.3;8.EE.4
ma-g8-mathematics-u03-l01,ma-g8-mathematics,8,mathematics,37,3,Linear Equations,1,Launch and diagnostic: one-variable equations,Launch and diagnostic,one-variable equations,8.EE.7
ma-g8-mathematics-u03-l02,ma-g8-mathematics,8,mathematics,38,3,Linear Equations,2,Concept model A: distributive property and combining terms,Concept model A,distributive property and combining terms,8.EE.7
ma-g8-mathematics-u03-l03,ma-g8-mathematics,8,mathematics,39,3,Linear Equations,3,Guided practice A: variables on both sides,Guided practice A,variables on both sides,8.EE.7
ma-g8-mathematics-u03-l04,ma-g8-mathematics,8,mathematics,40,3,Linear Equations,4,Independent application A: one solution no solution infinitely many solutions,Independent application A,one solution no solution infinitely many solutions,8.EE.7
ma-g8-mathematics-u03-l05,ma-g8-mathematics,8,mathematics,41,3,Linear Equations,5,Concept model B: checking solutions,Concept model B,checking solutions,8.EE.7
ma-g8-mathematics-u03-l06,ma-g8-mathematics,8,mathematics,42,3,Linear Equations,6,Guided practice B: equations from contexts,Guided practice B,equations from contexts,8.EE.7
ma-g8-mathematics-u03-l07,ma-g8-mathematics,8,mathematics,43,3,Linear Equations,7,Investigation or close reading: one-variable equations,Investigation or close reading,one-variable equations,8.EE.7
ma-g8-mathematics-u03-l08,ma-g8-mathematics,8,mathematics,44,3,Linear Equations,8,Reteach and varied practice: distributive property and combining terms,Reteach and varied practice,distributive property and combining terms,8.EE.7
ma-g8-mathematics-u03-l09,ma-g8-mathematics,8,mathematics,45,3,Linear Equations,9,Concept model C: variables on both sides,Concept model C,variables on both sides,8.EE.7
ma-g8-mathematics-u03-l10,ma-g8-mathematics,8,mathematics,46,3,Linear Equations,10,Discussion or problem seminar: one solution no solution infinitely many solutions,Discussion or problem seminar,one solution no solution infinitely many solutions,8.EE.7
ma-g8-mathematics-u03-l11,ma-g8-mathematics,8,mathematics,47,3,Linear Equations,11,Performance task planning: checking solutions,Performance task planning,checking solutions,8.EE.7
ma-g8-mathematics-u03-l12,ma-g8-mathematics,8,mathematics,48,3,Linear Equations,12,Performance task build: equations from contexts,Performance task build,equations from contexts,8.EE.7
ma-g8-mathematics-u03-l13,ma-g8-mathematics,8,mathematics,49,3,Linear Equations,13,Skill consolidation: one-variable equations,Skill consolidation,one-variable equations,8.EE.7
ma-g8-mathematics-u03-l14,ma-g8-mathematics,8,mathematics,50,3,Linear Equations,14,Transfer challenge: distributive property and combining terms,Transfer challenge,distributive property and combining terms,8.EE.7
ma-g8-mathematics-u03-l15,ma-g8-mathematics,8,mathematics,51,3,Linear Equations,15,Assessment preparation: variables on both sides,Assessment preparation,variables on both sides,8.EE.7
ma-g8-mathematics-u03-l16,ma-g8-mathematics,8,mathematics,52,3,Linear Equations,16,Unit assessment: one solution no solution infinitely many solutions,Unit assessment,one solution no solution infinitely many solutions,8.EE.7
ma-g8-mathematics-u03-l17,ma-g8-mathematics,8,mathematics,53,3,Linear Equations,17,Targeted correction: checking solutions,Targeted correction,checking solutions,8.EE.7
ma-g8-mathematics-u03-l18,ma-g8-mathematics,8,mathematics,54,3,Linear Equations,18,"Publication, presentation, or reflection: equations from contexts","Publication, presentation, or reflection",equations from contexts,8.EE.7
ma-g8-mathematics-u04-l01,ma-g8-mathematics,8,mathematics,55,4,"Slope, Lines, and Proportional Connections",1,Launch and diagnostic: slope as rate of change,Launch and diagnostic,slope as rate of change,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l02,ma-g8-mathematics,8,mathematics,56,4,"Slope, Lines, and Proportional Connections",2,Concept model A: similar triangles and slope,Concept model A,similar triangles and slope,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l03,ma-g8-mathematics,8,mathematics,57,4,"Slope, Lines, and Proportional Connections",3,Guided practice A: slope-intercept form,Guided practice A,slope-intercept form,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l04,ma-g8-mathematics,8,mathematics,58,4,"Slope, Lines, and Proportional Connections",4,Independent application A: graphs tables and equations,Independent application A,graphs tables and equations,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l05,ma-g8-mathematics,8,mathematics,59,4,"Slope, Lines, and Proportional Connections",5,Concept model B: parallel-line reasoning,Concept model B,parallel-line reasoning,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l06,ma-g8-mathematics,8,mathematics,60,4,"Slope, Lines, and Proportional Connections",6,Guided practice B: interpreting intercepts,Guided practice B,interpreting intercepts,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l07,ma-g8-mathematics,8,mathematics,61,4,"Slope, Lines, and Proportional Connections",7,Investigation or close reading: slope as rate of change,Investigation or close reading,slope as rate of change,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l08,ma-g8-mathematics,8,mathematics,62,4,"Slope, Lines, and Proportional Connections",8,Reteach and varied practice: similar triangles and slope,Reteach and varied practice,similar triangles and slope,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l09,ma-g8-mathematics,8,mathematics,63,4,"Slope, Lines, and Proportional Connections",9,Concept model C: slope-intercept form,Concept model C,slope-intercept form,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l10,ma-g8-mathematics,8,mathematics,64,4,"Slope, Lines, and Proportional Connections",10,Discussion or problem seminar: graphs tables and equations,Discussion or problem seminar,graphs tables and equations,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l11,ma-g8-mathematics,8,mathematics,65,4,"Slope, Lines, and Proportional Connections",11,Performance task planning: parallel-line reasoning,Performance task planning,parallel-line reasoning,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l12,ma-g8-mathematics,8,mathematics,66,4,"Slope, Lines, and Proportional Connections",12,Performance task build: interpreting intercepts,Performance task build,interpreting intercepts,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l13,ma-g8-mathematics,8,mathematics,67,4,"Slope, Lines, and Proportional Connections",13,Skill consolidation: slope as rate of change,Skill consolidation,slope as rate of change,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l14,ma-g8-mathematics,8,mathematics,68,4,"Slope, Lines, and Proportional Connections",14,Transfer challenge: similar triangles and slope,Transfer challenge,similar triangles and slope,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l15,ma-g8-mathematics,8,mathematics,69,4,"Slope, Lines, and Proportional Connections",15,Assessment preparation: slope-intercept form,Assessment preparation,slope-intercept form,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l16,ma-g8-mathematics,8,mathematics,70,4,"Slope, Lines, and Proportional Connections",16,Unit assessment: graphs tables and equations,Unit assessment,graphs tables and equations,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l17,ma-g8-mathematics,8,mathematics,71,4,"Slope, Lines, and Proportional Connections",17,Targeted correction: parallel-line reasoning,Targeted correction,parallel-line reasoning,8.EE.5;8.EE.6
ma-g8-mathematics-u04-l18,ma-g8-mathematics,8,mathematics,72,4,"Slope, Lines, and Proportional Connections",18,"Publication, presentation, or reflection: interpreting intercepts","Publication, presentation, or reflection",interpreting intercepts,8.EE.5;8.EE.6
ma-g8-mathematics-u05-l01,ma-g8-mathematics,8,mathematics,73,5,Functions,1,Launch and diagnostic: function definition,Launch and diagnostic,function definition,8.F.1;8.F.2;8.F.3;8.F.4;8.F.5
ma-g8-mathematics-u05-l02,ma-g8-mathematics,8,mathematics,74,5,Functions,2,Concept model A: input output and notation,Concept model A,input output and notation,8.F.1;8.F.2;8.F.3;8.F.4;8.F.5
ma-g8-mathematics-u05-l03,ma-g8-mathematics,8,mathematics,75,5,Functions,3,Guided practice A: comparing functions,Guided practice A,comparing functions,8.F.1;8.F.2;8.F.3;8.F.4;8.F.5
ma-g8-mathematics-u05-l04,ma-g8-mathematics,8,mathematics,76,5,Functions,4,Independent application A: linear versus nonlinear patterns,Independent application A,linear versus nonlinear patterns,8.F.1;8.F.2;8.F.3;8.F.4;8.F.5
ma-g8-mathematics-u05-l05,ma-g8-mathematics,8,mathematics,77,5,Functions,5,Concept model B: constructing functions,Concept model B,constructing functions,8.F.1;8.F.2;8.F.3;8.F.4;8.F.5
ma-g8-mathematics-u05-l06,ma-g8-mathematics,8,mathematics,78,5,Functions,6,Guided practice B: qualitative graph interpretation,Guided practice B,qualitative graph interpretation,8.F.1;8.F.2;8.F.3;8.F.4;8.F.5
ma-g8-mathematics-u05-l07,ma-g8-mathematics,8,mathematics,79,5,Functions,7,Investigation or close reading: function definition,Investigation or close reading,function definition,8.F.1;8.F.2;8.F.3;8.F.4;8.F.5
ma-g8-mathematics-u05-l08,ma-g8-mathematics,8,mathematics,80,5,Functions,8,Reteach and varied practice: input output and notation,Reteach and varied practice,input output and notation,8.F.1;8.F.2;8.F.3;8.F.4;8.F.5
ma-g8-mathematics-u05-l09,ma-g8-mathematics,8,mathematics,81,5,Functions,9,Concept model C: comparing functions,Concept model C,comparing functions,8.F.1;8.F.2;8.F.3;8.F.4;8.F.5
ma-g8-mathematics-u05-l10,ma-g8-mathematics,8,mathematics,82,5,Functions,10,Discussion or problem seminar: linear versus nonlinear patterns,Discussion or problem seminar,linear versus nonlinear patterns,8.F.1;8.F.2;8.F.3;8.F.4;8.F.5
ma-g8-mathematics-u05-l11,ma-g8-mathematics,8,mathematics,83,5,Functions,11,Performance task planning: constructing functions,Performance task planning,constructing functions,8.F.1;8.F.2;8.F.3;8.F.4;8.F.5
ma-g8-mathematics-u05-l12,ma-g8-mathematics,8,mathematics,84,5,Functions,12,Performance task build: qualitative graph interpretation,Performance task build,qualitative graph interpretation,8.F.1;8.F.2;8.F.3;8.F.4;8.F.5
